hhid14_9,migrated_2007_2014,pidlink
52170000,0,52170003
52170000,,52170004
52170000,,52170005
52180000,0,52180001
52180000,0,52180002
52180000,0,52180003
52180000,0,52180004
52190000,1,52190001
52190000,,52190002
52193100,0,52190003
52194100,0,52190004
52193100,0,52193103
52194100,0,52194104
53050000,0,53050001
53054100,0,53050003
53050004,,53050004
53050000,0,53050005
53050006,1,53050006
53050000,0,53050007
53050000,,53050014
53054100,0,53054102
53050004,,53055102
53050006,,53055201
53114100,0,53110002
53114100,0,53110006
53110000,0,53110009
53114100,0,53110010
53114100,,53110011
53110000,,53114202
53120000,,53120001
53120000,0,53120002
53120000,0,53120003
53120000,,53120005
53120000,,53120007
53123100,0,53120011
53123100,0,53123101
53150000,0,53150003
53154100,0,53150004
53150000,,53150006
53154100,0,53154101
53160000,0,53160001
53162100,0,53160002
53164100,1,53160003
53160000,,53160004
53162100,0,53162101
53164100,1,53164102
53170003,1,53170003
53170003,,53172108
53184100,1,53180003
53183100,1,53180004
53180000,1,53180005
53183100,1,53183103
53184100,,53184102
53190000,0,53190001
53190000,0,53190002
53190003,1,53190003
53190000,,53190006
53190000,,53190007
53202100,,53200005
53202100,,53202102
54030000,,54030001
54030000,0,54030002
54030003,0,54030003
54030004,1,54030004
54034100,1,54030005
54030003,,54035102
54030004,,54035201
54043100,1,54040003
54040000,0,54040004
54040000,,54040006
54040000,,54040007
54043100,1,54043102
54050000,0,54050001
54050000,0,54050002
54050000,0,54050003
54050000,,54050004
54100000,1,54100001
54100000,1,54100002
54100000,1,54100003
54100000,1,54100004
54100000,,54100005
54100000,,54100007
54120000,0,54120001
54120000,0,54120002
54123100,0,54120003
54120000,0,54120004
54120005,0,54120005
54120000,,54120006
54120000,,54120011
54123100,0,54123104
54120005,,54125102
54130000,,54130001
54130000,0,54130002
54130003,1,54130003
54134100,0,54130004
54130005,0,54130005
54130000,0,54130006
54130000,,54130009
54134100,0,54134101
54130003,,54135103
54130005,,54135202
54140000,,54140002
54140000,,54140006
54150001,,54150001
54150003,,54150003
54150004,,54150004
54150000,0,54150005
54150007,,54150007
54150000,,54150009
54150001,,54155102
54150003,,54155204
54150004,,54155302
54161100,1,54160003
54161100,,54161105
54170000,0,54170001
54174100,0,54170005
54170000,,54170007
54180000,0,54180001
54180000,0,54180002
54184100,0,54180003
54180000,0,54180004
54180000,,54180007
54180000,,54180010
54184100,0,54184101
54190000,0,54190001
54190000,0,54190002
54193100,1,54190003
54194100,0,54190004
54190000,0,54190005
54190006,1,54190006
54190000,0,54190007
54190000,,54190008
54193100,1,54193103
54194100,0,54194102
54190006,,54195105
54200000,0,54200001
54200000,0,54200003
55020000,,55020004
55070001,,55070001
55070000,,55070002
55070000,0,55070003
55071100,,55070005
55073100,,55070007
55070000,0,55070010
55070012,1,55070012
55070012,1,55070013
55070012,,55070014
55070012,,55070015
55071100,,55071103
55070001,,55075101
55070001,,55075102
55080002,,55080002
55080002,,55080003
55080000,0,55080004
55080000,0,55080008
55080002,,55085102
55110000,0,55110002
55114100,,55110003
55110004,,55110004
55114200,,55110006
55110000,0,55110007
55110000,0,55110008
55110000,,55110010
55114100,0,55114102
55110000,,55114103
55114200,,55114202
55120000,1,55120002
55120000,1,55120003
55120000,0,55120004
55120000,,55120005
55130000,0,55130001
55130000,0,55130002
55130000,0,55130004
55134102,0,55130005
55130000,0,55130006
55134102,1,55134102
55140000,0,55140001
55140000,0,55140002
55143100,0,55140003
55140000,0,55140004
55140005,,55140005
55140000,0,55140006
55140000,0,55140007
55143100,1,55143101
55143100,,55143103
55140005,,55145102
55154100,0,55150001
55151200,0,55150003
55150000,0,55150004
55154200,1,55150005
55154200,0,55150010
55154200,,55150011
55150000,0,55150012
55154100,0,55151105
55154100,,55151107
55154100,,55151108
55151200,0,55151201
55151203,,55151203
55151200,,55151204
55154100,,55154107
55160000,0,55160002
55160004,,55160004
55160000,1,55160006
55160000,1,55160007
55160000,1,55160009
55164300,0,55160010
55160000,,55160019
55160004,,55165102
55170000,,55170002
55170000,,55170003
55170000,,55170006
55170000,,55170007
55194200,1,55190008
55194200,0,55194202
55200000,,55200002
55201200,0,55200004
55204100,0,55200006
55204100,,55200010
55200000,,55200012
55200000,,55200014
55201200,0,55201202
55201200,,55201203
55201200,,55201204
55204100,,55204103
55204100,,55204104
56010000,0,56010001
56010000,0,56010002
56010000,,56010004
56030000,0,56030002
56034100,0,56030003
56030004,1,56030004
56030004,0,56030006
56030000,,56030009
56040000,0,56040001
56044200,1,56040004
56044300,1,56040005
56040006,1,56040006
56040007,1,56040007
56044100,0,56044103
56044200,1,56044201
56044300,,56044302
56040007,,56045202
56050000,0,56050001
56050000,0,56050002
56054100,1,56050003
56050004,,56050004
56060000,0,56060002
56064100,0,56060003
56063100,0,56060004
56060000,,56060005
56060000,0,56060006
56060000,0,56060007
56063100,0,56063101
56063100,,56063103
56064100,0,56064101
56074100,1,56070003
56070000,0,56070005
56074200,0,56070006
56070000,,56070008
56070000,,56070010
56070000,,56070011
56074100,0,56074101
56074200,0,56074202
56080000,0,56080001
56080000,0,56080002
56084100,1,56080003
56080005,1,56080005
56080006,1,56080006
56080005,1,56080008
56084100,1,56084102
56080006,,56085202
56091100,0,56090004
56094100,1,56090005
56094100,0,56090006
56091100,0,56090009
56091100,,56090011
56093100,0,56090013
56093100,0,56090014
56091100,,56091107
56094100,0,56094101
56100000,0,56100002
56104100,0,56100003
56103100,0,56100005
56100006,0,56100006
56100000,1,56100007
56100008,1,56100008
56100000,0,56100009
56104100,0,56104102
56110000,0,56110001
56110000,0,56110002
56114100,0,56110003
56110000,1,56110004
56110000,0,56110005
56110000,,56110006
56110000,,56110012
56114100,0,56114102
56110000,,56114201
56120000,1,56120001
56120003,,56120003
56120007,1,56120007
56124200,0,56120008
56124300,1,56120009
56120000,,56120011
56120007,,56120013
56124100,0,56124103
56124300,,56124302
56130000,0,56130001
56130000,0,56130002
56130003,1,56130003
56130000,,56130006
56130003,,56135101
56140000,0,56140001
56140000,0,56140002
56140000,,56140003
56144100,,56140004
56144100,0,56140005
56144200,0,56140006
56144300,0,56140007
56140000,,56140010
56144100,0,56140011
56140013,1,56140013
56140000,,56140016
56144200,0,56144202
56144302,1,56144302
56144300,,56144305
56140013,,56145101
56150000,0,56150001
56150000,0,56150002
56150004,,56150004
56154100,1,56150006
56154100,0,56154101
56150004,,56155102
56160000,0,56160002
56160004,1,56160004
56160000,0,56160006
56160000,,56160012
56160004,,56165101
56173200,,56170007
56173200,,56173201
56173200,,56173204
56180000,0,56180002
56183100,,56180003
56184100,1,56180004
56180005,1,56180005
56180007,1,56180007
56180000,,56180009
56183100,,56183105
56184100,,56184103
56190000,1,56190001
56190000,1,56190002
57010000,,57010002
57013100,0,57010004
57010006,1,57010006
57010000,0,57010007
57010000,0,57010008
57010000,,57010009
57010000,1,57010010
57010000,,57010016
57013100,,57013102
57013100,,57013105
57010006,,57015103
57021100,1,57020001
57021100,,57020002
57020000,0,57020003
57023100,0,57020005
57020007,1,57020007
57020000,,57020009
57020000,,57020010
57023100,0,57023104
57023100,,57023112
57023100,,57023115
57020007,,57025103
57040000,0,57040001
57040000,0,57040002
57044100,0,57040003
57040000,,57040004
57040005,,57040005
57040000,,57040006
57040000,,57040008
57044100,0,57044102
57050000,0,57050001
57050000,,57050002
57054100,0,57050003
57050004,1,57050004
57050005,1,57050005
57054100,,57054101
57050005,,57055201
57060000,0,57060002
57064200,0,57060003
57064100,0,57060004
57060000,0,57060005
57060006,1,57060006
57060007,,57060007
57064100,0,57064102
57064200,,57064201
57060006,,57065103
57070000,0,57070002
57070000,0,57070003
57073100,1,57070004
57070005,,57070005
57070006,0,57070006
57070006,0,57070007
57070008,,57070008
57070000,,57070009
57070000,,57070010
57073100,1,57073102
57090000,0,57090001
57090000,0,57090002
57090000,,57090004
57100000,0,57100001
57100000,0,57100002
57100000,0,57100003
57100004,1,57100004
57100005,1,57100005
57100005,,57100006
57100004,,57105101
57110000,0,57110002
57010000,0,57110003
57110004,1,57110004
57110004,,57111108
57120000,0,57120001
57120000,0,57120002
57124100,1,57120003
57120004,,57120004
57120005,1,57120005
57120006,,57120006
57124100,1,57124102
57120004,,57125103
57120005,,57125202
57130000,0,57130001
57130000,0,57130002
57280000,0,57130003
57133100,1,57130005
57130000,,57130006
57133100,,57133103
57133100,1,57133104
57140000,0,57140003
57140000,,57140007
57150000,0,57150001
57150000,0,57150002
57150004,,57150004
57150000,,57150005
57150000,,57150006
57150009,,57150009
57150004,,57155102
57160000,0,57160001
57160000,0,57160002
57160004,,57160004
57161200,,57160005
57160006,,57160006
57160006,0,57160010
57160011,,57160011
57161200,0,57161202
57161200,,57161206
57160004,,57165101
57170000,,57170001
57170002,0,57170002
57174100,1,57170003
57170004,1,57170004
57174200,1,57170005
57170007,,57170007
57170000,,57170008
57170009,,57170009
57170002,0,57170010
57174100,,57174104
57174200,,57174202
57170004,,57175202
57180005,,57180005
57180000,0,57180006
57190000,0,57190002
57191200,0,57190003
57190004,1,57190004
57190000,0,57190005
57190006,,57190006
57191200,1,57191202
57200000,1,57200002
57200000,1,57200004
57200000,,57200006
57210000,0,57210001
57210002,1,57210002
57210003,,57210003
57210004,1,57210004
57210003,,57215202
57210004,,57215302
57220000,0,57220001
57220000,0,57220002
57220003,0,57220003
57220004,0,57220004
57220000,0,57220005
57220003,0,57220006
57220004,0,57220009
57230000,,57230001
57230000,,57230002
57230005,0,57230005
57230000,0,57230006
57230000,0,57230009
57230005,0,57230010
57240000,0,57240002
57241100,0,57240003
57240000,0,57240004
57244100,0,57240005
57241100,1,57240006
57240000,0,57240010
57244100,0,57244101
57254100,0,57250003
57250004,,57250004
57250000,0,57250005
57250000,,57250006
57250004,,57255102
57260000,1,57260001
57260000,0,57260002
57260003,1,57260003
57260000,,57260005
57260000,,57260007
57260003,,57265101
57270000,0,57270001
57270000,0,57270002
57274100,0,57270003
57274200,1,57270004
57270005,1,57270005
57274100,0,57270006
57270008,1,57270008
57270009,,57270009
57270005,,57275102
57270008,,57275202
57280000,0,57280002
57280004,,57280004
57280000,0,57280005
57280006,,57280006
57280006,,57285201
57290000,0,57290001
57290000,0,57290002
57290003,1,57290003
57290000,0,57290004
57290003,,57295102
57300000,0,57300001
57300000,1,57300002
57300003,1,57300003
57300004,1,57300004
57300005,,57300005
57300000,1,57300006
57300003,,57305102
58010000,0,58010001
58010000,0,58010002
58014100,1,58010003
58010000,0,58010004
58010000,,58010006
58014100,0,58014101
58020000,0,58020001
58020000,,58020002
58020000,1,58020004
58020000,,58020006
58030000,0,58030002
58030005,,58030005
58040000,0,58040001
58040004,,58040004
58040000,0,58040005
58040000,,58040008
58040004,,58045102
58050000,,58050001
58050000,0,58050002
58050000,,58050003
58064100,0,58060003
58064100,0,58064103
58070000,0,58070001
58070000,0,58070002
58070000,0,58070003
58080001,1,58080001
58080000,0,58080002
58080003,0,58080003
58080005,1,58080005
58084100,1,58084103
58084100,,58084104
58084100,,58084106
58080003,,58085202
58080005,,58085301
58093100,,58090003
58094100,0,58090004
58090005,,58090005
58090000,0,58090006
58090000,0,58090007
58093100,0,58093102
58094100,0,58094101
58090005,,58095102
58103100,0,58100001
58103100,,58100002
58103100,,58100003
58110000,0,58110001
58110000,0,58110002
58110006,1,58110006
58110006,1,58110009
58120000,1,58120001
58120000,,58120004
58120000,,58120005
58120000,0,58120006
58120000,0,58120007
58120000,,58120010
58130000,1,58130003
58130000,0,58130005
58153100,0,58130006
58130000,,58130007
58140000,0,58140003
58150000,0,58150002
58154100,0,58150003
58153100,0,58150004
58150000,,58150005
58150000,,58150007
58154100,0,58154101
58160000,0,58160001
58160000,0,58160002
58163100,0,58160003
58164100,1,58160005
58160007,0,58160007
58164100,0,58160008
58163100,0,58160009
58160007,0,58160012
58163100,,58163103
58170001,,58170001
58170000,0,58170002
58171200,,58170003
58171100,0,58170004
58171200,0,58170005
58170000,0,58170006
58171100,0,58171101
58171200,0,58171201
58171200,,58171203
58173100,,58173102
58170000,0,58173203
58170001,,58175101
58180000,0,58180001
58180000,1,58180002
58190000,,58180003
58180004,0,58180004
58180005,0,58180005
58300004,0,58180006
58180000,,58180008
58180004,,58185102
58180005,,58185202
58190000,,58190001
58190000,,58190003
58194100,0,58190004
58190000,,58190005
58194100,0,58194101
58200000,0,58200001
58200000,0,58200002
58203100,0,58200003
58204100,0,58200004
58203100,0,58203101
58204100,0,58204102
58210000,0,58210001
58210000,0,58210002
58210004,,58210004
58210004,,58215101
58220000,0,58220001
58220000,1,58220002
58224100,0,58220003
58220004,0,58220004
58220005,,58220005
58220004,,58225102
58220005,,58225201
58230000,,58230004
58240000,0,58240001
58240000,1,58240002
58244100,0,58240003
58244200,0,58240004
58240005,,58240005
58244100,0,58244101
58244200,0,58244202
58240005,,58245103
58250000,,58250001
58250000,1,58250002
58253100,0,58250003
58251100,0,58250004
58250000,0,58250005
58254100,0,58250006
58254200,0,58250007
58251100,0,58250008
58251103,,58251103
58253100,0,58253102
58254100,0,58254104
58254200,0,58254203
58251103,,58255201
58260000,0,58260001
58260003,,58260003
58260004,,58260004
58260003,,58265101
58260004,,58265201
58270000,0,58270001
58270000,1,58270002
58274100,0,58270003
58274200,0,58270004
58270005,,58270005
58274100,0,58274101
58274200,1,58274201
58270005,,58275101
58280000,0,58280001
58280000,0,58280002
58284100,1,58280003
58283100,0,58280005
58284200,1,58280006
58280007,0,58280007
58283100,,58283101
58284100,0,58284102
58284200,1,58284201
58280007,,58285103
58290000,0,58290002
58294100,0,58290003
58290000,0,58290005
58290006,,58290006
58290000,,58290007
58290000,,58290008
58294100,0,58294101
58290006,,58295103
58300000,0,58300001
58300000,0,58300002
58300003,0,58300003
58300004,,58300004
58300003,,58305101
59010000,0,59010001
59010000,0,59010002
59014100,0,59010003
59013100,,59010004
59010006,0,59010006
59013100,0,59013102
59014100,1,59014102
59010006,,59015102
59020000,0,59020001
59020000,0,59020002
59020000,,59020004
59020000,,59020006
59030000,0,59030001
59030000,0,59030002
59030000,,59030003
59040000,0,59040001
59040000,0,59040002
59040000,,59040003
59040000,0,59040004
59040000,,59040005
59050000,0,59050001
59050000,0,59050002
59054100,0,59050003
59050000,,59050006
59054100,0,59054101
59060000,0,59060001
59060000,,59060002
59063100,0,59060003
59061100,,59060004
59060005,,59060005
59060006,1,59060006
59064100,0,59060007
59064100,0,59060008
59064100,,59060009
59061100,,59061101
59061100,,59061105
59063100,0,59063101
59060005,,59065101
59070000,0,59070002
59070000,0,59070003
59070000,,59070004
59080000,,59080001
59080000,0,59080002
59084100,0,59080003
59083100,0,59080004
59084200,0,59080006
59084300,0,59080007
59080008,0,59080008
59083100,0,59080009
59080008,0,59080010
59083103,,59083103
59084100,0,59084102
59084200,0,59084202
59084300,0,59084302
59100000,0,59100001
59100000,0,59100002
59100003,1,59100003
59100003,,59105101
59110000,0,59110001
59110000,0,59110002
59110000,0,59110003
59110000,,59110004
59120000,0,59120001
59120000,0,59120002
59124100,1,59120003
59120000,,59120004
59130000,0,59130001
59130000,0,59130002
59130003,0,59130003
59134100,0,59130004
59130000,1,59130005
59130006,1,59130006
59130000,1,59130007
59130003,0,59130009
59130000,1,59130010
59134100,1,59133202
59134100,,59133205
59134100,,59134106
59130006,,59135205
59140000,,59140002
59140000,0,59140004
59140000,0,59140005
59150000,0,59150001
59150000,0,59150002
59153100,0,59150003
59153100,0,59150005
59150000,,59153103
59160000,0,59160001
59160000,0,59160002
59160004,0,59160004
59160004,0,59160006
59170000,0,59170001
59170000,0,59170002
59170000,,59170005
59180000,,59180001
59180000,0,59180002
59183100,0,59180003
59183100,0,59180004
59183100,,59183104
59190000,0,59190001
59190000,0,59190002
59193100,0,59190004
59193100,0,59190005
59193100,,59193103
59200000,0,59200001
59200000,0,59200002
59204100,0,59200004
59200000,,59200006
59204100,0,59204102
59220000,0,59220002
59224100,1,59220005
59220000,0,59220007
59220000,0,59220009
59230000,,59230001
59233100,,59230004
59233100,,59233106
59240000,0,59240002
59243100,0,59240003
59243100,0,59243101
59250000,,59250002
59253100,0,59250003
59254100,0,59250004
59253100,0,59253102
59253100,,59253103
